add-yield-none, 1, 100, 200, 1378374, 6891, 0
add-yield-none, 1, 1000, 2000, 1690026, 845, 0
add-yield-none, 1, 10000, 20000, 10989919, 549, 0
add-yield-none, 1, 100000, 200000, 91217773, 456, 0
add-yield-none, 1, 1000000, 2000000, 519154280, 259, 0
add-yield-none, 1, 10000000, 20000000, 4913303499, 245, 0
add-none, 1, 100, 200, 32399, 161, 0
add-none, 1, 1000, 2000, 35162, 17, 0
add-none, 1, 10000, 20000, 63257, 3, 0
add-none, 1, 100000, 200000, 432280, 2, 0
add-none, 1, 1000000, 2000000, 9721357, 4, 0
add-none, 1, 10000000, 20000000, 93759035, 4, 0
