add-none,1,10,20,54905,2745,0
add-none,1,20,40,40687,1017,0
add-none,1,40,80,25475,318,0
add-none,1,80,160,23465,146,0
add-none,1,100,200,24597,122,0
add-none,1,1000,2000,28712,14,0
add-none,1,10000,20000,118453,5,0
add-none,1,100000,200000,448162,2,0
add-none,2,10,40,46628,1165,0
add-none,2,20,80,797989,9974,0
add-none,2,40,160,41011,256,0
add-none,2,80,320,43040,134,0
add-none,2,100,400,43602,109,0
add-none,2,1000,4000,1231404,307,0
add-none,2,10000,40000,146695,3,0
add-none,2,100000,400000,1669758,4,0
add-none,4,10,80,77689,971,0
add-none,4,20,160,65940,412,0
add-none,4,40,320,66826,208,0
add-none,4,80,640,1080302,1687,0
add-none,4,100,800,71351,89,0
add-none,4,1000,8000,760653,95,0
add-none,4,10000,80000,1439951,17,0
add-none,4,100000,800000,3592183,4,0
add-none,8,10,160,154540,965,0
add-none,8,20,320,161127,503,0
add-none,8,40,640,1392027,2175,0
add-none,8,80,1280,140052,109,0
add-none,8,100,1600,1333416,833,0
add-none,8,1000,16000,175991,10,0
add-none,8,10000,160000,1169504,7,0
add-none,8,100000,1600000,7491982,4,0
add-none,16,10,320,1237588,3867,0
add-none,16,20,640,1362218,2128,0
add-none,16,40,1280,344778,269,0
add-none,16,80,2560,266475,104,0
add-none,16,100,3200,273951,85,0
add-none,16,1000,32000,334165,10,0
add-none,16,10000,320000,2502683,7,0
add-none,16,100000,3200000,20545650,6,-63439
add-none,32,10,640,750126,1172,0
add-none,32,20,1280,1669634,1304,0
add-none,32,40,2560,1270046,496,0
add-none,32,80,5120,595903,116,0
add-none,32,100,6400,1642602,256,0
add-none,32,1000,64000,7810529,122,0
add-none,32,10000,640000,6052081,9,0
add-none,32,100000,6400000,37251929,5,-100105
add-none,48,10,960,7099338,7395,0
add-none,48,20,1920,1995118,1039,0
add-none,48,40,3840,1366798,355,0
add-none,48,80,7680,2726366,354,0
add-none,48,100,9600,3235558,337,0
add-none,48,1000,96000,2149920,22,0
add-none,48,10000,960000,6563232,6,0
add-none,48,100000,9600000,54463444,5,-18476
add-yield-none,1,10,20,1058576,52928,0
add-yield-none,1,20,40,773693,19342,0
add-yield-none,1,40,80,395727,4946,0
add-yield-none,1,80,160,494778,3092,0
add-yield-none,1,100,200,564669,2823,0
add-yield-none,1,1000,2000,1468316,734,0
add-yield-none,1,10000,20000,10874314,543,0
add-yield-none,1,100000,200000,96580919,482,0
add-yield-none,2,10,40,830515,20762,0
add-yield-none,2,20,80,898728,11234,0
add-yield-none,2,40,160,979586,6122,0
add-yield-none,2,80,320,519847,1624,0
add-yield-none,2,100,400,2404491,6011,0
add-yield-none,2,1000,4000,3410920,852,0
add-yield-none,2,10000,40000,35830563,895,0
add-yield-none,2,100000,400000,369938457,924,0
add-yield-none,4,10,80,1441871,18023,0
add-yield-none,4,20,160,592796,3704,0
add-yield-none,4,40,320,1107112,3459,0
add-yield-none,4,80,640,810491,1266,0
add-yield-none,4,100,800,1248104,1560,0
add-yield-none,4,1000,8000,6978899,872,1173
add-yield-none,4,10000,80000,68634527,857,1317
add-yield-none,4,100000,800000,499404220,624,1303
add-yield-none,8,10,160,261944,1637,0
add-yield-none,8,20,320,324217,1013,0
add-yield-none,8,40,640,563586,880,0
add-yield-none,8,80,1280,3182724,2486,80
add-yield-none,8,100,1600,2702006,1688,79
add-yield-none,8,1000,16000,15280255,955,1430
add-yield-none,8,10000,160000,178516123,1115,1515
add-yield-none,8,100000,1600000,1107321590,692,-837
add-yield-none,16,10,320,4447747,13899,0
add-yield-none,16,20,640,1729431,2702,42
add-yield-none,16,40,1280,2765733,2160,158
add-yield-none,16,80,2560,3181367,1242,155
add-yield-none,16,100,3200,4375524,1367,202
add-yield-none,16,1000,32000,33485587,1046,641
add-yield-none,16,10000,320000,370158939,1156,245
add-yield-none,16,100000,3200000,1537083057,480,94
add-yield-none,32,10,640,1704610,2663,3
add-yield-none,32,20,1280,4111448,3212,133
add-yield-none,32,40,2560,2616230,1021,413
add-yield-none,32,80,5120,6825348,1333,122
add-yield-none,32,100,6400,8259139,1290,293
add-yield-none,32,1000,64000,81656885,1275,1204
add-yield-none,32,10000,640000,451336705,705,212
add-yield-none,32,100000,6400000,3127133653,488,298
add-yield-none,48,10,960,7593143,7909,18
add-yield-none,48,20,1920,2893650,1507,153
add-yield-none,48,40,3840,7030707,1830,314
add-yield-none,48,80,7680,9947685,1295,157
add-yield-none,48,100,9600,13907437,1448,279
add-yield-none,48,1000,96000,120422959,1254,845
add-yield-none,48,10000,960000,607033377,632,249
add-yield-none,48,100000,9600000,4711446207,490,651
